# format of this file:
# generation_number 	[function_input_vector] 	 violation 	[properties] 	[function_output_vector]
5	<1.85835,10.682,7.58718,15.6566,5.95856,61.5385,1.06179,0,2,0,3.15807,3.74277,6.96737,31.2639,4.03202,77.1536>	0	<>	<8,200.037,-77.1536>
5	<3.17951,28.7325,2.93149,6.8053,5.99136,11.7347,1.61447,58.2251,3.11659,47.1672,4.68852,0,1,53.1657,4.36714,10.9387>	0	<>	<6,216.769,-58.2251>
5	<3.32167,83.0594,5.91379,4.42302,3.53173,0,1.81536,78.5443,3.84904,97.5984,2.64102,7.25674,4.24281,6.87067,5.2811,25.2662>	0	<>	<6,303.019,-97.5984>
5	<1.42917,18.198,3.8987,27.552,5.69185,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,10.2598,1.97526,97.9533>	0	<>	<8,287.834,-97.9533>
5	<1,99.1215,3.74902,74.8592,3.47771,82.7994,4.51569,60.7308,6.18218,81.9296,2.13166,79.1986,6.45438,34.4468,2.70259,0>	0	<>	<6,513.086,-99.1215>
5	<5.18464,10.8059,6.38194,95.244,1,1.19715,4.56481,40.3318,5.18667,59.6408,2.43676,74.1182,3.19347,0.712225,6.03942,18.5144>	0	<>	<6,300.564,-95.244>
5	<1.62606,99.0095,2.75174,1.54508,2.52463,2.74085,3.93138,7.22493,1.94944,47.2353,4.78726,44.8987,4.35633,53.3348,6.83993,53.9018>	0	<>	<7,309.891,-99.0095>
5	<4.78909,0,1,7.63621,2.86445,11.7018,3.32669,69.4577,2.70116,96.5195,6.12403,9.55052,2.94484,16.515,7.06929,79.4126>	0	<>	<7,290.793,-96.5195>
6	<1,1.5,2,1.5,3,1.5,1,1.5,2,100,3,0,1,1.5,2,1.5>	0	<>	<3,109,-100>
6	<1,1.5,3.48001,83.9689,3.02658,1.5,1,1.5,2,1.5,3.12749,0,1,1.5,2,17.3341>	0	<>	<3,108.803,-83.9689>
6	<1,1.5,2,1.5,3,1.5,1,13.9625,1.69282,40.6303,1.54721,1.5,1,1.5,2,1.5>	0	<>	<3,63.5928,-40.6303>
6	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2.88546,43.0023>	0	<>	<4,52.0023,-43.0023>
6	<1,1.5,1.94731,0,3,1.5,1,1.5,4.69199,38.8722,3.43108,1.5,1,1.5,4.25246,0>	0	<>	<5,46.3722,-38.8722>
6	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.6247,2,1.5>	0	<>	<3,47.1247,-36.6247>
6	<3.05467,0,2.44929,1.5,3,1.5,1,1.5,2,1.5,3,0,1.60951,0,3.83897,32.1164>	0	<>	<4,38.1164,-32.1164>
6	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,29.2942>	0	<>	<3,38.2942,-29.2942>
6	<1,1.5,2,1.5,4.98914,0,1,28.858,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<5,37.858,-28.858>
6	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,4.25246,0>	0	<>	<4,9,-1.5>
6	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,3.26026,0>	0	<>	<4,9,-1.5>
6	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,1.5>	0	<>	<3,10.5,-1.5>
6	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,1.5>	0	<>	<3,10.5,-1.5>
6	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,26.3341,-17.3341>
6	<1,1.5,2,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<3,24.4625,-13.9625>
6	<1,9.02626,1,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,19.5263,-9.02626>
6	<1,1.5,4.44745,0,3,1.5,1,1.5,2,23.5122,3,42.41,4.42637,1.5,2,17.3341>	0	<>	<4,89.2563,-42.41>
6	<1,9.02626,1,1.5,3,1.5,5.92586,1.5,2,1.5,3,1.5,1,1.5,7.67777,42.5427>	0	<>	<8,60.569,-42.5427>
6	<1,0,2,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,25.4856>	0	<>	<3,46.9481,-25.4856>
6	<5.33406,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,0>	0	<>	<5,9,-1.5>
6	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
6	<1,1.5,2,1.5,3,1.5,1,13.9625,3.80083,25.1037,1.54721,1.5,1,1.5,2,1.5>	0	<>	<4,48.0662,-25.1037>
6	<1,1.5,2,1.5,4.98914,0,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<5,10.5,-1.5>
6	<1,1.5,4.44745,0,3,1.5,1,1.5,2,23.5122,3,1.5,1,1.5,2,17.3341>	0	<>	<4,48.3463,-23.5122>
6	<4.36493,97.7958,1.12797,70.5671,1.71077,0,2.12918,73.4767,1.50501,27.0815,4.33929,56.3405,1.53929,13.9357,5.49992,62.8446>	0	<>	<5,402.042,-97.7958>
6	<5.38452,18.9867,5.19946,72.6162,6.04008,100,4.96392,0,4.90453,0,2.38664,0,1.20949,28.1674,5.60514,38.355>	0	<>	<6,258.125,-100>
6	<1,0,1.9929,0,2.36454,99.1981,1.01212,28.858,5.693,81.3043,5.269,0,1,19.2062,1,0>	0	<>	<6,228.567,-99.1981>
6	<1,1.5,2,1.5,3,1.5,1,1.5,2,95.7734,1.32159,39.6597,1,36.6247,2,1.5>	0	<>	<3,179.558,-95.7734>
6	<1.52554,98.3715,5.5302,4.42302,5.54867,12.0739,4.51899,78.5443,5.15165,48.3104,2.64102,7.25674,1,6.87067,5.2811,2.27155>	0	<>	<6,258.122,-98.3715>
6	<6.8242,21.1596,2.73318,0,1.82574,0,5.77962,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,97.4592,4.48325,77.9066>	0	<>	<7,243.705,-97.4592>
6	<3.66975,0.375,6.23581,0,5.97095,62.1423,5.6179,55.9413,1.65552,67.8447,2.63551,18.6882,2.48557,0,5.8722,100>	0	<>	<6,304.991,-100>
6	<3.87936,100,1,15.6566,5.95856,61.5385,2.32,0,1.93168,12.6006,3.15807,3.74277,6.96737,31.2639,4.03202,79.1032>	0	<>	<7,303.906,-100>
6	<5.11539,90.2725,7.89109,54.0645,2.86674,6.78697,5.43656,3.52071,5.17228,28.2409,2.6579,100,1,3.53998,2.17056,14.0117>	0	<>	<8,300.437,-100>
6	<4.32881,22.2847,4.08397,85.0624,2.17891,49.8655,4.69651,58.5657,5.36246,23.5122,5.08808,0,1,11.1181,3.54477,7.67217>	0	<>	<5,258.081,-85.0624>
6	<1.38086,0,2.15062,9.45652,6.51299,0,1.46237,23.1556,4.79431,86.0089,2.59187,19.5675,5.95598,38.9751,6.1545,20.9699>	0	<>	<7,198.134,-86.0089>
6	<1,80.6017,2.90882,4.80136,5.11976,14.2084,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<5,119.574,-80.6017>
6	<2.57255,27.5896,2.06804,55.763,6.42186,99.5551,1,4.97266,3.99692,11.4187,2.35773,0,1,56.731,6.1141,92.004>	0	<>	<6,348.034,-99.5551>
6	<4.2603,100,5.51468,87.0146,7.06801,93.0419,2.40792,2.20629,6.9506,3.89831,4.08779,38.551,1.13919,0,5.25609,71.2857>	0	<>	<7,395.998,-100>
6	<6.8242,21.1596,2.73318,0,1.82574,0,5.77962,2.20629,6.9506,3.89831,2.63654,74.1182,3.19347,0,5.62823,77.9066>	0	<>	<7,179.289,-77.9066>
6	<5.10933,5.24203,4.75298,0,3.95821,19.8774,1.68612,26.2291,2.97994,77.3334,3.86301,12.3834,1.15226,4.79219,6.38053,14.7617>	0	<>	<6,160.619,-77.3334>
6	<3.18308,0,1,13.8175,1.71077,14.8194,1,73.4767,1.50501,27.0815,4.37977,18.8946,2.7152,8.25752,5.49992,0>	0	<>	<5,156.347,-73.4767>
6	<2.05109,0,3.715,73.2154,1.96042,0,4.11107,0.332072,2.34682,0,1.76652,74.2275,4.43882,84.0089,5.63621,6.0431>	0	<>	<6,237.827,-84.0089>
6	<1,0,3.82475,9.60273,7.87498,100,2.56891,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,84.0981>	0	<>	<8,496.938,-100>
6	<1.49649,14.5448,2.03402,51.4636,4.38269,0,2.49257,39.1825,2.90826,62.6736,4.88328,65.0265,7.20715,99.6935,7.67477,97.8735>	0	<>	<8,430.458,-99.6935>
6	<4.90029,7.84043,2.73318,87.0146,7.06801,93.0419,5.43656,3.52071,6.46062,0,4.08779,41.0749,2.41362,21.7812,2.9794,0>	0	<>	<7,254.274,-93.0419>
6	<4.08057,18.198,3.8987,27.552,2.23628,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,0.0826395,2.73395,10.1796>	0	<>	<8,189.883,-81.2593>
6	<3.32167,83.0594,5.91379,4.42302,3.53173,0,1.81536,78.5443,3.84904,97.5984,2.64102,7.25674,4.24281,6.87067,5.2811,25.2662>	0	<>	<6,303.019,-97.5984>
6	<1.42917,18.198,3.8987,27.552,5.69185,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,0.859593,1.97526,97.9533>	0	<>	<8,278.434,-97.9533>
6	<5.10933,5.24203,4.75298,63.205,3.83115,0,4.37586,96.7404,1.68922,65.8382,3.86301,12.3834,1.15226,4.79219,6.38053,14.7617>	0	<>	<6,262.963,-96.7404>
6	<4.78909,0,1,7.63621,2.86445,11.7018,3.32669,29.608,4.24073,82.0543,5.57568,0.75,1,16.515,7.06929,79.4126>	0	<>	<7,227.678,-82.0543>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,100,3,0,1,1.5,2,1.5>	0	<>	<3,109,-100>
7	<1,1.5,3.48001,83.9689,1.47996,1.5,1,1.5,2,1.5,3.12749,0,1,1.5,2,17.3341>	0	<>	<3,108.803,-83.9689>
7	<1,80.6017,2.90882,4.80136,5.11976,14.2084,1,0,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<5,105.611,-80.6017>
7	<1,0,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,3.26026,0>	0	<>	<4,7.5,-1.5>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,0,2.78446,0,1,1.5,2,1.5>	0	<>	<3,9,-1.5>
7	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,0,2.25915,8.96339>	0	<>	<3,16.4634,-8.96339>
7	<1,9.02626,1,1.5,3,0,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,18.0263,-9.02626>
7	<1.77014,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,11.587>	0	<>	<3,20.587,-11.587>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,12.3834,1,1.5,2,1.5>	0	<>	<3,22.8834,-12.3834>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,14.435>	0	<>	<3,23.435,-14.435>
7	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2.88546,43.0023>	0	<>	<4,52.0023,-43.0023>
7	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,26.3341,-17.3341>
7	<1,1.5,2,1.5,3,1.5,1,0,1.69282,40.6303,1.54721,1.5,1,1.5,2,1.5>	0	<>	<3,49.6303,-40.6303>
7	<1,1.5,1.94731,0,3,1.5,1,1.5,4.69199,38.8722,4.04502,1.5,1,1.5,4.25246,0>	0	<>	<5,46.3722,-38.8722>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.6247,2,1.5>	0	<>	<3,47.1247,-36.6247>
7	<2.54028,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,21.6739>	0	<>	<3,30.6739,-21.6739>
7	<3.05467,0,2.44929,1.5,3,1.5,1,1.5,2,1.5,3,0,1.60951,0,3.83897,32.1164>	0	<>	<4,38.1164,-32.1164>
7	<1,1.5,2,1.5,4.98914,0,1,28.858,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<5,37.858,-28.858>
7	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,29.2942>	0	<>	<3,38.2942,-29.2942>
7	<1,1.5,1,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<3,24.4625,-13.9625>
7	<1,9.02626,1,1.5,3,1.5,5.92586,1.5,2,1.5,3,1.5,1.43717,10.7934,4.02084,42.5427>	0	<>	<6,69.8624,-42.5427>
7	<1,1.5,4.44745,0,3,1.5,1,1.5,2,0,3,42.41,4.42637,1.5,2,17.3341>	0	<>	<4,65.7441,-42.41>
7	<1,9.02626,1,1.5,3,1.5,5.92586,1.5,2,1.5,3,1.5,1,1.5,7.67777,42.5427>	0	<>	<8,60.569,-42.5427>
7	<1,0,2,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,25.4856>	0	<>	<3,46.9481,-25.4856>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3.32114,0.75,1,0,2,1.5>	0	<>	<3,9.75,-1.5>
7	<1.19043,0,2,1.5,3,1.5,1,13.9625,3.80083,25.1037,1.54721,1.5,1,1.5,2,1.5>	0	<>	<4,46.5662,-25.1037>
7	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,4.25246,0>	0	<>	<4,9,-1.5>
7	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,1.5>	0	<>	<3,10.5,-1.5>
7	<1,1.5,4.44745,0,3,1.5,1,14.8258,1,0.300847,3,1.5,1,1.5,2,17.3341>	0	<>	<4,38.4607,-17.3341>
7	<1,1.5,4.44745,0,3,1.5,1,1.5,2,23.5122,3,1.5,1,1.5,2,17.3341>	0	<>	<4,48.3463,-23.5122>
7	<5.33406,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,0>	0	<>	<5,9,-1.5>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
7	<1,1.5,2,1.5,4.98914,0,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<5,10.5,-1.5>
7	<1.80897,0,5.19946,72.6162,6.04008,100,4.96392,0,4.90453,0,2.38664,0,1.20949,28.1674,5.60514,38.355>	0	<>	<6,239.139,-100>
7	<1,1.5,2,1.5,3,1.5,1,1.5,2,95.7734,1.32159,39.6597,1,36.6247,2,1.5>	0	<>	<3,179.558,-95.7734>
7	<3.05467,0,2.44929,1.5,3,99.25,1,1.5,2,1.5,3,0,1.60951,0,3.83897,32.1164>	0	<>	<4,135.866,-99.25>
7	<1,1.5,2,1.5,4.98914,0,5.39637,32.3176,2.39299,92.9707,2.39737,1.5,1,1.5,2,1.5>	0	<>	<5,132.788,-92.9707>
7	<3.66975,0.375,6.23581,0,5.97095,62.1423,1,55.9413,1.65552,67.8447,2.63551,18.6882,2.48557,0,5.8722,100>	0	<>	<6,304.991,-100>
7	<3.87936,100,1,15.6566,5.95856,61.5385,2.32,0,1.93168,12.6006,3.15807,3.74277,6.96737,11.1031,4.03202,79.1032>	0	<>	<7,283.745,-100>
7	<1,97.7958,1.12797,70.5671,1.71077,0,2.12918,73.4767,1.50501,27.0815,4.33929,56.3405,1.53929,13.9357,5.49992,62.8446>	0	<>	<5,402.042,-97.7958>
7	<1,0,1.9929,0,2.36454,99.1981,1.01212,28.858,5.693,81.3043,5.269,0,1,19.2062,1,0>	0	<>	<6,228.567,-99.1981>
7	<5.11539,90.2725,7.89109,54.0645,2.86674,6.78697,5.43656,3.52071,2,12.5061,3.12828,100,1,3.53998,2.17056,14.0117>	0	<>	<8,284.702,-100>
7	<1.52554,98.3715,5.5302,4.42302,5.54867,12.0739,4.51899,78.5443,5.15165,100,3.92886,7.25674,1,6.87067,5.2811,2.27155>	0	<>	<6,309.812,-100>
7	<1,1.5,1.97366,55.763,6.42186,99.5551,1,4.97266,3.99692,11.4187,2.35773,0,1,56.731,6.1141,92.004>	0	<>	<6,321.944,-99.5551>
7	<4.32881,22.2847,4.08397,85.0624,2.17891,49.8655,1,58.5657,5.36246,23.5122,5.08808,0,1,11.1181,3.54477,7.67217>	0	<>	<5,258.081,-85.0624>
7	<1.38086,0,2.15062,9.45652,6.51299,0,1.46237,23.1556,4.79431,86.0089,2.59187,19.5675,5.95598,38.9751,6.1545,20.9699>	0	<>	<7,198.134,-86.0089>
7	<1,0.75,2.47366,0,2.23628,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,0.0826395,2.73395,10.1796>	0	<>	<8,144.883,-81.2593>
7	<4.2603,100,5.51468,87.0146,7.06801,93.0419,2.40792,2.20629,6.9506,3.89831,2.87172,1.5,1.13919,0,5.25609,71.2857>	0	<>	<7,358.947,-100>
7	<6.8242,21.1596,2.73318,0,1.82574,0,5.77962,2.20629,6.9506,3.89831,2.63654,74.1182,3.19347,0,5.62823,77.9066>	0	<>	<7,179.289,-77.9066>
7	<5.10933,5.24203,4.75298,0,3.95821,19.8774,1.68612,26.2291,2.97994,77.3334,3.86301,12.3834,2.41362,4.79219,6.38053,14.7617>	0	<>	<6,160.619,-77.3334>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,100,3,0,1,1.5,2,1.5>	0	<>	<3,109,-100>
8	<1,1.5,3.48001,83.9689,1.47996,1.5,1,1.5,2,1.5,3.12749,0,1,1.5,2,17.3341>	0	<>	<3,108.803,-83.9689>
8	<1,80.6017,2.90882,4.80136,5.11976,14.2084,1,0,1.79536,1.5,3,1.5,1.17426,0,2,1.5>	0	<>	<5,104.111,-80.6017>
8	<3.05467,0,1.63526,0,7.27301,48.875,1,1.5,2,1.5,3,0,1.60951,0,3.83897,32.1164>	0	<>	<7,83.9914,-48.875>
8	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,0.75,1,1.5,2.88546,43.0023>	0	<>	<4,51.2523,-43.0023>
8	<1,1.5,2,1.5,3,1.5,1,0,1.69282,40.6303,1.54721,1.5,1,1.5,2,1.5>	0	<>	<3,49.6303,-40.6303>
8	<1,1.5,1.94731,0,3,1.5,1,1.5,4.69199,38.8722,4.04502,1.5,1,1.5,4.25246,0>	0	<>	<5,46.3722,-38.8722>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.6247,2,1.5>	0	<>	<3,47.1247,-36.6247>
8	<3.05467,0,2.44929,1.5,3,1.5,1,1.5,2,1.5,3,0,1.60951,0,3.83897,32.1164>	0	<>	<4,38.1164,-32.1164>
8	<1,0.375,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,29.2942>	0	<>	<3,37.1692,-29.2942>
8	<4.32881,0,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,28.4233>	0	<>	<4,35.9233,-28.4233>
8	<1,0,2.1983,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,3.26026,0>	0	<>	<3,7.5,-1.5>
8	<5.50046,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,3.53998,1,0>	0	<>	<6,11.04,-3.53998>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,2.25,1,1.5,2,1.5>	0	<>	<3,12.75,-2.25>
8	<2.54028,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,21.6739>	0	<>	<3,30.6739,-21.6739>
8	<1,1.5,3.48001,1.5,1.47996,1.5,1,1.5,2,1.5,3.12749,0,1,1.5,2,17.3341>	0	<>	<3,26.3341,-17.3341>
8	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,0,2.25915,8.96339>	0	<>	<3,16.4634,-8.96339>
8	<1,1.5,4.44745,0,3,1.5,1,0.283509,1.79536,0.300847,3,1.5,1,1.5,2,17.3341>	0	<>	<4,23.9185,-17.3341>
8	<1,9.02626,1,1.5,3,0,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,18.0263,-9.02626>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,14.435>	0	<>	<3,23.435,-14.435>
8	<1.77014,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,11.587>	0	<>	<3,20.587,-11.587>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,12.3834,1,0,2,1.5>	0	<>	<3,21.3834,-12.3834>
8	<1,1.5,1,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<3,24.4625,-13.9625>
8	<1,9.02626,1,1.5,3,1.5,5.92586,1.5,2,1.5,3,1.5,1.43717,10.7934,4.02084,42.5427>	0	<>	<6,69.8624,-42.5427>
8	<1,1.5,4.44745,0,3,1.5,1,1.5,2,0,3,42.41,4.42637,1.5,2,17.3341>	0	<>	<4,65.7441,-42.41>
8	<1,9.02626,1,0,3,1.5,5.92586,1.5,2,1.5,3,1.5,1,1.5,7.67777,42.5427>	0	<>	<8,59.069,-42.5427>
8	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,26.3341,-17.3341>
8	<1,1.5,2,1.5,3,1.5,1,28.858,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,39.358,-28.858>
8	<1,1.5,2,1.5,4.98914,0,1,28.858,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<5,37.858,-28.858>
8	<1,1.5,4.44745,0,3,1.5,1,1.5,2,0,3,12.3834,4.42637,1.5,2,17.3341>	0	<>	<4,35.7175,-17.3341>
8	<1,1.5,1.94731,0,3,1.5,1,1.5,4.69199,0,3.07579,1.5,1,1.5,4.25246,0>	0	<>	<5,7.5,-1.5>
8	<1.77014,1.5,2.43103,0,3.76002,1.5,1,1.5,2,1.5,3.32114,0.75,1,0,2,1.5>	0	<>	<4,8.25,-1.5>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,0,2.78446,0,1,1.5,2,1.5>	0	<>	<3,9,-1.5>
8	<1,0,1.9929,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,25.4856>	0	<>	<3,46.9481,-25.4856>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3.32114,0.75,1,0,2,1.5>	0	<>	<3,9.75,-1.5>
8	<1.19043,0,2,1.5,3,1.5,1,13.9625,3.80083,25.1037,1.54721,1.5,1,1.5,2,1.5>	0	<>	<4,46.5662,-25.1037>
8	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,19.9562,2,17.3341>	0	<>	<4,44.7903,-19.9562>
8	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,4.25246,0>	0	<>	<4,9,-1.5>
8	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,1.5>	0	<>	<3,10.5,-1.5>
8	<1,1.5,4.44745,0,3,1.5,1,1.5,2,23.5122,3,1.5,1,1.5,2,17.3341>	0	<>	<4,48.3463,-23.5122>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
8	<1,0,1.9929,0,2.36454,99.1981,1.01212,28.858,2.16527,30.396,2.83391,0,1,19.2062,1,0>	0	<>	<3,177.658,-99.1981>
8	<5.11539,0,1,0,1,6.78697,5.43656,3.52071,2,12.5061,3.12828,100,1,3.53998,2.17056,14.0117>	0	<>	<5,140.365,-100>
8	<3.05467,0,2.44929,1.5,3,99.25,1,1.5,2,1.5,3,0,1.60951,0,3.83897,32.1164>	0	<>	<4,135.866,-99.25>
8	<1,1.5,1.94731,0,4.98914,0,5.39637,32.3176,2.39299,92.9707,2.74345,1.5,1,1.5,4.25246,0>	0	<>	<5,129.788,-92.9707>
8	<5.33406,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,0>	0	<>	<5,9,-1.5>
8	<1,1.5,2,1.5,3,1.5,1,1.5,2,95.7734,2.79863,39.6597,1,36.6247,2,1.5>	0	<>	<3,179.558,-95.7734>
8	<1,1.5,2,1.5,4.98914,0,5.39637,32.3176,2.39299,92.9707,2.39737,1.5,1,1.5,2,1.5>	0	<>	<5,132.788,-92.9707>
8	<1,0.75,2.47366,0,2.23628,5.81519,1.40281,0,7.98874,23.4274,1.54721,81.2593,7.15356,0.0826395,2.73395,10.1796>	0	<>	<8,121.514,-81.2593>
8	<1,1.5,2,1.5,3,1.5,1,0,1.69282,40.6303,1.54721,0,1,66.7091,2,1.5>	0	<>	<3,113.339,-66.7091>
9	<1,1.5,2,1.5,3,1.5,1,1.5,2,100,3,0,1,1.5,2,1.5>	0	<>	<3,109,-100>
9	<3.05467,0,2.44929,1.5,3,99.25,1,1.5,2,1.5,3.43202,0.75,1,0,1,0>	0	<>	<3,104.5,-99.25>
9	<1,80.6017,2.90882,4.80136,5.11976,0,3.26153,0,1.79536,1.5,3,1.5,1.17426,0,2,1.5>	0	<>	<5,89.9031,-80.6017>
9	<1,0,2.1983,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,3.26026,0>	0	<>	<3,7.5,-1.5>
9	<5.50046,2.25,2.58817,0.75,3,1.5,1,1.5,4.69199,0,3.07579,1.5,1,1.5,4.25246,0>	0	<>	<6,9,-2.25>
9	<5.50046,1.5,1.94731,0,3.99457,0.75,1,1.5,2,1.5,2.74345,1.5,1,3.53998,1,0>	0	<>	<6,10.29,-3.53998>
9	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,2.25,1,1.5,2.36697,1.5>	0	<>	<3,12.75,-2.25>
9	<5.33406,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,6.44792>	0	<>	<5,15.4479,-6.44792>
9	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,0,1.08051,8.96339>	0	<>	<3,16.4634,-8.96339>
9	<1,0,2.1983,0,3,1.5,1,0,2.90042,13.3019,3,1.5,1,1.5,3.26026,0>	0	<>	<3,17.8019,-13.3019>
9	<1,0,1.9929,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,0>	0	<>	<3,21.4625,-13.9625>
9	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,14.435>	0	<>	<3,23.435,-14.435>
9	<1,1.5,4.44745,0,3,1.5,1,0.283509,1.79536,0.300847,3,1.5,1,1.5,2,17.3341>	0	<>	<4,23.9185,-17.3341>
9	<1,1.5,1.94731,0,3,1.5,1,16.9088,2,1.5,2.74345,1.5,1,1.5,2,1.5>	0	<>	<3,25.9088,-16.9088>
9	<1,1.5,3.48001,1.5,1.47996,1.5,1,1.5,2,1.5,3.12749,0,1,1.5,2,17.3341>	0	<>	<3,26.3341,-17.3341>
